"","...1","crime_id","month","reported_by","falls_within","longitude","latitude","location","lsoa_code","lsoa_name","crime_type","last_outcome_category","context"
"107",3343,"22d1a578b8f2ad1704926d3485ab0543f002151127c27b96c76438400691db52","2019-05","Merseyside Police","Merseyside Police",-2.978382,53.422106,"On or near Great Homer Street","E01006648","Liverpool 023D","Shoplifting","Unable to prosecute suspect",NA
"108",3344,"f14b706f7ba60c274047aca10e1c9f463d61e679c37264a6e9531a02fb26d4a5","2019-05","Merseyside Police","Merseyside Police",-2.978382,53.422106,"On or near Great Homer Street","E01006648","Liverpool 023D","Shoplifting","Unable to prosecute suspect",NA
"109",3423,"a81a1b20addb74f84d3ee87870abedb057f22e1418df5864fd1f33877544a20d","2019-05","Merseyside Police","Merseyside Police",-2.959607,53.422366,"On or near Supermarket","E01006563","Liverpool 024B","Shoplifting","Investigation complete; no suspect identified",NA
"110",3424,"681b56695b448aa5954b3da8510c3364d79e9b7da3025b8a70ff8729444e47bf","2019-05","Merseyside Police","Merseyside Police",-2.95601,53.422341,"On or near Richmond Terrace","E01006563","Liverpool 024B","Shoplifting","Court result unavailable",NA
"111",3425,"168b44f0b7a241fab0272df13a1c5dad3e57c36df40f66075221398d1a725bb5","2019-05","Merseyside Police","Merseyside Police",-2.95601,53.422341,"On or near Richmond Terrace","E01006563","Liverpool 024B","Shoplifting","Court result unavailable",NA
"112",3426,"7a13e5dba49d5890b85c4fa6ce1c77bec62c27154c0b7926436c64d07ff33329","2019-05","Merseyside Police","Merseyside Police",-2.95601,53.422341,"On or near Richmond Terrace","E01006563","Liverpool 024B","Shoplifting","Investigation complete; no suspect identified",NA
"113",3427,"db187a080cb30507acf494a41ae1daeec33dffbde642417ea9506c6e681d3715","2019-05","Merseyside Police","Merseyside Police",-2.95601,53.422341,"On or near Richmond Terrace","E01006563","Liverpool 024B","Shoplifting","Offender given penalty notice",NA
"114",3428,"a94ba066b5ae89aa5b5adb231a968349a025d4c31e9ec605311900ae4ee09e53","2019-05","Merseyside Police","Merseyside Police",-2.95601,53.422341,"On or near Richmond Terrace","E01006563","Liverpool 024B","Shoplifting","Investigation complete; no suspect identified",NA
"115",3429,"c3f6bfdb73cfe69ce8a53ffc14831a4e210f836fbbe1b429982a7734f0236faf","2019-05","Merseyside Police","Merseyside Police",-2.95601,53.422341,"On or near Richmond Terrace","E01006563","Liverpool 024B","Shoplifting","Court result unavailable",NA
"116",3430,"61d7d589da010aad44eb839f03cdb7cbf44f72614bf5051a369384ca4cc84704","2019-05","Merseyside Police","Merseyside Police",-2.95601,53.422341,"On or near Richmond Terrace","E01006563","Liverpool 024B","Shoplifting","Investigation complete; no suspect identified",NA
"117",3431,"afcb4e9857ce1acafec2b3ffccc637ca24e8876aa0ec12fa705cb254a1f1dec3","2019-05","Merseyside Police","Merseyside Police",-2.95601,53.422341,"On or near Richmond Terrace","E01006563","Liverpool 024B","Shoplifting","Court result unavailable",NA
"118",3432,"d4931834d6bf489c49035f6591affacbeaedc94ba7d7b145530a258606426312","2019-05","Merseyside Police","Merseyside Police",-2.953198,53.421743,"On or near Franklin Place","E01006563","Liverpool 024B","Shoplifting","Investigation complete; no suspect identified",NA
"119",3649,"c2a64825ff25fe5d09ddcb95f9ae26c3ba32c6d6f29a3f03ef07ce05b1c5a371","2019-05","Merseyside Police","Merseyside Police",-2.88602,53.419411,"On or near Supermarket","E01006571","Liverpool 026D","Shoplifting","Offender given penalty notice",NA
"120",3650,"4cd9576d518f4f27b61e9df1787792141c4a4ffca226fb785b65a093d5d934fb","2019-05","Merseyside Police","Merseyside Police",-2.88602,53.419411,"On or near Supermarket","E01006571","Liverpool 026D","Shoplifting","Offender given penalty notice",NA
"121",3651,"32a8fdad10b568d9ae40472f5fe21ecc3877acc7aa8900332fa9d91ccfd22066","2019-05","Merseyside Police","Merseyside Police",-2.88602,53.419411,"On or near Supermarket","E01006571","Liverpool 026D","Shoplifting","Investigation complete; no suspect identified",NA
"122",3652,"f0a1b95b438b64d47e2410b5be421b6d244a059015cdd5a22c2fed1bde3b3a4e","2019-05","Merseyside Police","Merseyside Police",-2.88602,53.419411,"On or near Supermarket","E01006571","Liverpool 026D","Shoplifting","Court result unavailable",NA
"123",3653,"275c526fe6dec376605fa084c264d129748edfb3d3e1088dcaf19908bfdb4dab","2019-05","Merseyside Police","Merseyside Police",-2.88602,53.419411,"On or near Supermarket","E01006571","Liverpool 026D","Shoplifting","Investigation complete; no suspect identified",NA
"124",3682,"30ca01b709823169445397a1bc25f386df9ac3ddb84d181fd8dd402158088f96","2019-05","Merseyside Police","Merseyside Police",-2.918155,53.415627,"On or near Shaftesbury Terrace","E01006711","Liverpool 027A","Shoplifting","Unable to prosecute suspect",NA
"125",3702,"b8b076fa2710ef8f669724c26cb0681bc81ab86a5fe43b925dab62af9f749158","2019-05","Merseyside Police","Merseyside Police",-2.915536,53.423288,"On or near Petrol Station","E01006717","Liverpool 027D","Shoplifting","Investigation complete; no suspect identified",NA
"126",3703,"dc96a0a716dd2b415237ac9fd9205b306f3b74d6c74e0fd2fdf3869e005ed4e5","2019-05","Merseyside Police","Merseyside Police",-2.915027,53.422734,"On or near Queens Drive West Derby","E01006717","Liverpool 027D","Shoplifting","Investigation complete; no suspect identified",NA
"127",3751,"6bf3519d5662d2e4a6ccb4121128acf2c9d947084decbf897adc675a40ae2775","2019-05","Merseyside Police","Merseyside Police",-2.912556,53.41274,"On or near Broad Green Road","E01032508","Liverpool 027G","Shoplifting","Investigation complete; no suspect identified",NA
"128",3752,"42e600662195befcb57bc490535932a4f8c676a59109d6759a3a2fdf21d98193","2019-05","Merseyside Police","Merseyside Police",-2.912556,53.41274,"On or near Broad Green Road","E01032508","Liverpool 027G","Shoplifting","Offender given community sentence",NA
"129",3753,"0649c6a664c0d99fdb998a854bed47a3e6fc744e72af8049351ce351f95d2b96","2019-05","Merseyside Police","Merseyside Police",-2.912556,53.41274,"On or near Broad Green Road","E01032508","Liverpool 027G","Shoplifting","Investigation complete; no suspect identified",NA
"130",3754,"2b0caea87cfc56e187dbb0ebb8a11f6a03fcb99b7093f52f7d728da10dcbe6bb","2019-05","Merseyside Police","Merseyside Police",-2.922028,53.411049,"On or near Rhuddlan Close","E01032508","Liverpool 027G","Shoplifting","Investigation complete; no suspect identified",NA
"131",3798,"d3fa38ce81e9a2287cec1e40480ca3f97f6a056f798464089592f5c86dca581d","2019-05","Merseyside Police","Merseyside Police",-2.92492,53.410532,"On or near Petrol Station","E01032509","Liverpool 027H","Shoplifting","Investigation complete; no suspect identified",NA
"132",3799,"25b9012676e0c7c33fc56186683043b73b6b1c6bb8180504e7cd7d99f60cc586","2019-05","Merseyside Police","Merseyside Police",-2.92492,53.410532,"On or near Petrol Station","E01032509","Liverpool 027H","Shoplifting","Unable to prosecute suspect",NA
"133",3800,"7885f0b32dd35a182b7e260d5c2a2feed53167ccedcba2d563989a48a32227e2","2019-05","Merseyside Police","Merseyside Police",-2.92492,53.410532,"On or near Petrol Station","E01032509","Liverpool 027H","Shoplifting","Investigation complete; no suspect identified",NA
"134",3801,"74e99185b00f0826543f328515092ae522ac74cac1cc2de4c7e33a0bfaa120f3","2019-05","Merseyside Police","Merseyside Police",-2.925948,53.41074,"On or near Ardleigh Road","E01032509","Liverpool 027H","Shoplifting","Investigation complete; no suspect identified",NA
"135",3827,"16d971511cec148d8aaf0d496d44f52c4f27d177408a2154970ef9b75c62bcdc","2019-05","Merseyside Police","Merseyside Police",-2.930758,53.407116,"On or near Dryden Road","E01006690","Liverpool 028A","Shoplifting","Offender fined",NA
"136",3828,"fd810af7eba7760e9d1a8ed7f226b5ad3c5f94c70f742d8503b7a884331e8a2b","2019-05","Merseyside Police","Merseyside Police",-2.930758,53.407116,"On or near Dryden Road","E01006690","Liverpool 028A","Shoplifting","Court result unavailable",NA
"137",4021,"a4e5f85e7d21fa537328384d5372e8ab4a9520a72fd791f8de099208d74b493b","2019-05","Merseyside Police","Merseyside Police",-2.910599,53.413375,"On or near Fernleigh Road","E01006573","Liverpool 029C","Shoplifting","Investigation complete; no suspect identified",NA
"138",4135,"64cad40b2653fc5ef0314ec967158fdd0862ed279118853a48ee3ec2bb94c79a","2019-05","Merseyside Police","Merseyside Police",-2.944718,53.412543,"On or near Sheil Place","E01006697","Liverpool 030D","Shoplifting","Court result unavailable",NA
"139",4136,"12f5c454a494b0a7b7994eae5f9253820bf143ead501e03bf5aafb769ad7a3af","2019-05","Merseyside Police","Merseyside Police",-2.944718,53.412543,"On or near Sheil Place","E01006697","Liverpool 030D","Shoplifting","Unable to prosecute suspect",NA
"140",4184,"9a98c1db0b4e760b1a7eaea8fa1191e3929692175f524ea2e580e508f882e486","2019-05","Merseyside Police","Merseyside Police",-2.965271,53.400702,"On or near Myrtle Parade","E01006512","Liverpool 031A","Shoplifting","Investigation complete; no suspect identified",NA
"141",4185,"fa9acd8a9490f70b8d11485402d29b6d394aa9fb2960169369da67241ba21cab","2019-05","Merseyside Police","Merseyside Police",-2.965271,53.400702,"On or near Myrtle Parade","E01006512","Liverpool 031A","Shoplifting","Investigation complete; no suspect identified",NA
"142",4186,"a4c49ac1661bfc8a4ffcb76b1a99f0959544c45627a0cb94727af5a84a99ad7e","2019-05","Merseyside Police","Merseyside Police",-2.965271,53.400702,"On or near Myrtle Parade","E01006512","Liverpool 031A","Shoplifting","Investigation complete; no suspect identified",NA
"143",4187,"926a226530d82f7a33f66ebce144a5902c6ada834988ea28ef0822d645936fe8","2019-05","Merseyside Police","Merseyside Police",-2.965271,53.400702,"On or near Myrtle Parade","E01006512","Liverpool 031A","Shoplifting","Investigation complete; no suspect identified",NA
"144",4188,"4670276490cb76d83deef2fe850b7e983d189754b71a5feafcb80e92abb0961d","2019-05","Merseyside Police","Merseyside Police",-2.962254,53.400969,"On or near Grove Street","E01006512","Liverpool 031A","Shoplifting","Investigation complete; no suspect identified",NA
"145",4189,"c8294abf45236196f434f70654a68d1a68ccf1e5ae6297e8a5def892edbe5069","2019-05","Merseyside Police","Merseyside Police",-2.965271,53.400702,"On or near Myrtle Parade","E01006512","Liverpool 031A","Shoplifting","Investigation complete; no suspect identified",NA
"146",4190,"c56ef3ae5707595537765c85b9ff8798bea3705b87cf863c2f9f47985240733f","2019-05","Merseyside Police","Merseyside Police",-2.965271,53.400702,"On or near Myrtle Parade","E01006512","Liverpool 031A","Shoplifting","Investigation complete; no suspect identified",NA
"147",4191,"68259b57e4d7f935b30d9768f742b2a472f62b7b5c1a8f560766977614cbce6f","2019-05","Merseyside Police","Merseyside Police",-2.965271,53.400702,"On or near Myrtle Parade","E01006512","Liverpool 031A","Shoplifting","Investigation complete; no suspect identified",NA
"148",4192,"7b82ef2150d00e2dba92b2b76c7e8139221687107b423dcd5963d05695134b57","2019-05","Merseyside Police","Merseyside Police",-2.965271,53.400702,"On or near Myrtle Parade","E01006512","Liverpool 031A","Shoplifting","Investigation complete; no suspect identified",NA
"149",4193,"a6c3549c60822cd4008144f361e73a3ec2f30587fdd7caad082f6547eaea282a","2019-05","Merseyside Police","Merseyside Police",-2.965271,53.400702,"On or near Myrtle Parade","E01006512","Liverpool 031A","Shoplifting","Investigation complete; no suspect identified",NA
"150",4194,"5b241d88009c0256ea50db0d225254d86c4e0bf0a708290e66a6ff08375bee53","2019-05","Merseyside Police","Merseyside Police",-2.965271,53.400702,"On or near Myrtle Parade","E01006512","Liverpool 031A","Shoplifting","Investigation complete; no suspect identified",NA
"151",4195,"700b28458f0db6eb485962329759e86b8d8be048f60add2dd3a6e16fafe786c2","2019-05","Merseyside Police","Merseyside Police",-2.965271,53.400702,"On or near Myrtle Parade","E01006512","Liverpool 031A","Shoplifting","Investigation complete; no suspect identified",NA
"152",4196,"a6867de3cf8bc52470b1eae3d5ed57cbdb180b34157d2677445dcab7512ddd35","2019-05","Merseyside Police","Merseyside Police",-2.965271,53.400702,"On or near Myrtle Parade","E01006512","Liverpool 031A","Shoplifting","Investigation complete; no suspect identified",NA
"153",4197,"14fa47c4a8a862607d51fcb8a10fe0bb67172979bffad92d1dc24a5d7ad51c47","2019-05","Merseyside Police","Merseyside Police",-2.965271,53.400702,"On or near Myrtle Parade","E01006512","Liverpool 031A","Shoplifting","Investigation complete; no suspect identified",NA
"154",4249,"4d3cc5068194ae2105610a264003e24cb7cb78b0db5d9ad170978ba24ad14c38","2019-05","Merseyside Police","Merseyside Police",-2.964804,53.410621,"On or near Prescot Street","E01006747","Liverpool 031B","Shoplifting","Investigation complete; no suspect identified",NA
"155",4250,"2bdc0354b7962373049dd511f58c78c653cdd5a24b25f2901fac33094c78dfa7","2019-05","Merseyside Police","Merseyside Police",-2.968009,53.406002,"On or near Further/Higher Educational Building","E01006747","Liverpool 031B","Shoplifting","Investigation complete; no suspect identified",NA
"156",4312,"07494f8ce23850377dd7a119958dcf899a37d93d8b4358fed4f4f9d6a2e80cdf","2019-05","Merseyside Police","Merseyside Police",-2.947429,53.404576,"On or near Beames Close","E01033763","Liverpool 031G","Shoplifting","Investigation complete; no suspect identified",NA
"157",4313,"d97956fe653c9164053cf3d702b0a88b79a0de5cb446069c8d2b5d02e0d277f5","2019-05","Merseyside Police","Merseyside Police",-2.95555,53.405185,"On or near Parking Area","E01033763","Liverpool 031G","Shoplifting","Unable to prosecute suspect",NA
"158",4314,"e3c363bcd1cb6bd4a53472aa12ae3d7579aa8dc72bb1adc5ea2bae96120c3b21","2019-05","Merseyside Police","Merseyside Police",-2.947429,53.404576,"On or near Beames Close","E01033763","Liverpool 031G","Shoplifting","Investigation complete; no suspect identified",NA
"159",4315,"e8e82da62aa4a3d96edab1accdffda0f76a4d957f54a6509cf897f5f62732bea","2019-05","Merseyside Police","Merseyside Police",-2.95555,53.405185,"On or near Parking Area","E01033763","Liverpool 031G","Shoplifting","Investigation complete; no suspect identified",NA
"160",4316,"53a53f7b87473507190cb167b306eb8824730f517f67d93c222276956693783c","2019-05","Merseyside Police","Merseyside Police",-2.95555,53.405185,"On or near Parking Area","E01033763","Liverpool 031G","Shoplifting","Investigation complete; no suspect identified",NA
"161",4372,"48183bdd3313381ed8a40e460d27df06eae3a551dbed861cf9ac7f432e128b88","2019-05","Merseyside Police","Merseyside Police",-2.915516,53.39855,"On or near Greenside Avenue","E01006586","Liverpool 032C","Shoplifting","Investigation complete; no suspect identified",NA
"162",4373,"434891ebad1b048ae749ee123fcf1fe617838af7856fc5321f603fbb6cdc46fe","2019-05","Merseyside Police","Merseyside Police",-2.917361,53.398303,"On or near Hills Place","E01006586","Liverpool 032C","Shoplifting","Investigation complete; no suspect identified",NA
"163",4374,"05f29969a3123972ced6bf20cd1bed9684a455fb1071e2678e9335689a6d6004","2019-05","Merseyside Police","Merseyside Police",-2.917361,53.398303,"On or near Hills Place","E01006586","Liverpool 032C","Shoplifting","Investigation complete; no suspect identified",NA
"164",4375,"4f1c0d08bb52f084e5d8677ae3b6d8e2196d070a5e137d79edfcf160be494a20","2019-05","Merseyside Police","Merseyside Police",-2.914628,53.397802,"On or near Supermarket","E01006586","Liverpool 032C","Shoplifting","Investigation complete; no suspect identified",NA
"165",4400,"b639b064d4b0293140b1783198b02826552e229f8c0700dbfc7025adfd1dad98","2019-05","Merseyside Police","Merseyside Police",-2.916977,53.409119,"On or near Borax Street","E01006716","Liverpool 032E","Shoplifting","Investigation complete; no suspect identified",NA
"166",4401,"23562e0e83386690e0813c63a07c383716560c7b18fb1f620b2dce2f93a2b077","2019-05","Merseyside Police","Merseyside Police",-2.916977,53.409119,"On or near Borax Street","E01006716","Liverpool 032E","Shoplifting","Investigation complete; no suspect identified",NA
"167",4402,"55a549cd9205ae560abaec08c25dd64b93fed5366628956108540504c1ffba27","2019-05","Merseyside Police","Merseyside Police",-2.922454,53.4078,"On or near Binns Way","E01006716","Liverpool 032E","Shoplifting","Investigation complete; no suspect identified",NA
"168",4417,"bde9a1a9340929b4215bcd2b2cdbe70d9ceae27d6c005bea1f8547eeef95ff53","2019-05","Merseyside Police","Merseyside Police",-2.899909,53.403748,"On or near Petrol Station","E01006575","Liverpool 034A","Shoplifting","Investigation complete; no suspect identified",NA
"169",4508,"e53b20416fa08b09fa8052346d29ade220b3f08d0add1bb3f42879f4e4490012","2019-05","Merseyside Police","Merseyside Police",-2.943724,53.403706,"On or near Wavertree Road","E01006720","Liverpool 035A","Shoplifting","Investigation complete; no suspect identified",NA
"170",4692,"b8b26772759fec62bb6b60608e9bec11eb9196c8d3a8e0e659236484444afc0c","2019-05","Merseyside Police","Merseyside Police",-2.979187,53.39756,"On or near Parking Area","E01006515","Liverpool 037B","Shoplifting","Investigation complete; no suspect identified",NA
"171",4769,"b98a463e109998858ed8e9c2dd0b29063e225a51dca0b354c8ed470fdc903bdf","2019-05","Merseyside Police","Merseyside Police",-2.936309,53.393454,"On or near Supermarket","E01006557","Liverpool 038B","Shoplifting","Investigation complete; no suspect identified",NA
